           1  -9.99999978E-03 -0.368000001    
           2  -4.19999994E-02 -0.592000008    
           3  -4.39999998E-02 -0.536000013    
           4  -3.20000015E-02 -0.652000010    
           5  -2.80000009E-02 -0.727999985    
           6 -0.134000003     -0.740000010    
           7  -8.60000029E-02 -0.652000010    
           8  -8.39999989E-02 -0.748000026    
           9  -9.60000008E-02 -0.592000008    
          10 -0.108000003     -0.703999996    
          11 -0.112000003     -0.867999971    
          12  -9.39999968E-02 -0.783999979    
          13  -2.99999993E-02 -0.695999980    
          14   7.19999969E-02 -0.720000029    
          15   7.40000010E-02 -0.544000030    
          16   9.20000002E-02 -0.615999997    
          17  0.104000002     -0.519999981    
          18  0.136000007     -0.579999983    
          19  0.170000002     -0.708000004    
          20  0.202000007     -0.755999982    
          21  0.209999993     -0.736000001    
          22  0.203999996     -0.727999985    
          23  0.238000005     -0.708000004    
          24  0.317999989     -0.804000020    
          25  0.275999993     -0.699999988    
          26  0.178000003     -0.744000018    
          27  0.192000002     -0.671999991    
          28  0.206000000     -0.652000010    
          29  0.225999996     -0.615999997    
          30  0.156000003     -0.691999972    
          31  0.233999997     -0.632000029    
          32  0.187999994     -0.635999978    
          33  0.189999998     -0.643999994    
          34  0.172000006     -0.583999991    
          35  0.101999998     -0.572000027    
          36  0.122000001     -0.720000029    
          37   5.60000017E-02 -0.544000030    
          38  0.129999995     -0.688000023    
          39   7.99999982E-02 -0.740000010    
          40   3.79999988E-02 -0.555999994    
          41   0.00000000     -0.607999980    
          42   2.99999993E-02 -0.660000026    
          43   2.40000002E-02 -0.611999989    
          44   5.40000014E-02 -0.772000015    
          45   8.79999995E-02 -0.723999977    
          46  0.148000002     -0.759999990    
          47  0.100000001     -0.684000015    
          48   9.99999978E-03 -0.624000013    
          49   3.59999985E-02 -0.600000024    
          50  -4.60000001E-02 -0.680000007    
          51  -4.60000001E-02 -0.624000013    
          52   9.39999968E-02 -0.787999988    
          53  0.105999999     -0.744000018    
          54   7.40000010E-02 -0.568000019    
          55  0.104000002     -0.712000012    
          56   9.00000036E-02 -0.648000002    
          57   5.20000011E-02 -0.588000000    
          58   2.19999999E-02 -0.624000013    
          59  -2.00000009E-03 -0.572000027    
          60   3.79999988E-02 -0.603999972    
          61  -1.60000008E-02 -0.727999985    
          62  -6.59999996E-02 -0.656000018    
          63  -3.20000015E-02 -0.667999983    
          64   3.20000015E-02 -0.632000029    
          65  0.109999999     -0.695999980    
          66   7.00000003E-02 -0.519999981    
          67   4.39999998E-02 -0.635999978    
          68  0.131999999     -0.660000026    
          69  0.129999995     -0.660000026    
          70  0.131999999     -0.727999985    
          71  0.140000001     -0.663999975    
          72   8.20000023E-02 -0.688000023    
          73  0.114000000     -0.695999980    
          74  0.118000001     -0.652000010    
          75   4.00000019E-03 -0.600000024    
          76   1.60000008E-02 -0.635999978    
          77   6.80000037E-02 -0.796000004    
          78   2.99999993E-02 -0.776000023    
          79   3.59999985E-02 -0.639999986    
          80  -9.99999978E-03 -0.512000024    
          81  -4.19999994E-02 -0.572000027    
          82 -0.145999998     -0.579999983    
          83  -8.79999995E-02 -0.588000000    
          84  -3.59999985E-02 -0.615999997    
          85  -3.40000018E-02 -0.544000030    
          86  -7.59999976E-02 -0.675999999    
          87   3.20000015E-02 -0.575999975    
          88   3.59999985E-02 -0.564000010    
          89   3.99999991E-02 -0.699999988    
          90   6.19999990E-02 -0.643999994    
          91   5.99999987E-02 -0.675999999    
          92  0.114000000     -0.527999997    
          93  0.170000002     -0.691999972    
          94  0.186000004     -0.800000012    
          95  0.186000004     -0.768000007    
          96  0.175999999     -0.564000010    
          97  0.231999993     -0.727999985    
          98  0.181999996     -0.667999983    
          99  0.101999998     -0.675999999    
         100   4.39999998E-02 -0.723999977    
         101   2.99999993E-02 -0.579999983    
         102   5.40000014E-02 -0.688000023    
         103   2.99999993E-02 -0.703999996    
         104   6.19999990E-02 -0.611999989    
         105  0.180000007     -0.667999983    
         106  0.200000003     -0.808000028    
         107  0.165999994     -0.720000029    
         108  0.151999995     -0.731999993    
         109  0.101999998     -0.671999991    
         110  0.192000002     -0.843999982    
         111  0.173999995     -0.832000017    
         112  0.164000005     -0.907999992    
         113  0.108000003     -0.787999988    
         114  0.140000001     -0.824000001    
         115  0.164000005     -0.751999974    
         116  0.119999997     -0.671999991    
         117  0.101999998     -0.716000021    
         118   0.00000000     -0.680000007    
         119  -5.99999987E-02 -0.628000021    
         120   8.39999989E-02 -0.615999997    
         121  0.101999998     -0.596000016    
         122  0.114000000     -0.588000000    
         123   8.39999989E-02 -0.628000021    
         124  0.200000003     -0.639999986    
         125  0.233999997     -0.723999977    
         126  0.303999990     -0.768000007    
         127  0.280000001     -0.755999982    
         128  0.275999993     -0.791999996    
         129  0.246000007     -0.712000012    
         130  0.273999989     -0.791999996    
         131  0.228000000     -0.712000012    
         132  0.286000013     -0.727999985    
         133  0.224000007     -0.575999975    
         134  0.184000000     -0.680000007    
         135  0.109999999     -0.607999980    
         136   3.20000015E-02 -0.703999996    
         137   1.40000004E-02 -0.667999983    
         138   6.80000037E-02 -0.652000010    
         139  -1.40000004E-02 -0.656000018    
         140   0.00000000     -0.680000007    
         141   1.60000008E-02 -0.763999999    
         142  -2.60000005E-02 -0.847999990    
         143  -7.59999976E-02 -0.712000012    
         144  -9.79999974E-02 -0.847999990    
         145 -0.108000003     -0.832000017    
         146 -0.137999997     -0.828000009    
         147 -0.131999999     -0.748000026    
         148 -0.104000002     -0.695999980    
         149 -0.195999995     -0.832000017    
         150 -0.172000006     -0.860000014    
         151 -0.194000006     -0.808000028    
         152 -0.194000006     -0.871999979    
         153 -0.217999995     -0.791999996    
         154 -0.159999996     -0.703999996    
         155  -7.59999976E-02 -0.667999983    
         156  -7.59999976E-02 -0.703999996    
