   1.0000000000000000E-002   9.9998333333334039E-005   9.9995000041670831E-003  -9.9998333166675713E-005   4.9995000166668747E-005 -0.99999999500016667      -0.99995000000000001     
   2.0000000000000000E-002   1.9998666691669166E-004   9.9980000666726378E-003  -1.9998666558362498E-004   4.9980002666593033E-005 -0.99999998000266654      -0.99995000000000001     
   2.9999999999999999E-002   2.9995500200016454E-004   9.9955003375241554E-003  -2.9995499750218915E-004   4.9955013498722754E-005 -0.99999995501349870      -0.99995000000000001     
   4.0000000000000001E-002   3.9989334183387746E-004   9.9920010667174392E-003  -3.9989333117574125E-004   4.9920042658641224E-005 -0.99999992004265870      -0.99995000000000001     
   5.0000000000000003E-002   4.9979169266775461E-004   9.9875026042115771E-003  -4.9979167186044908E-004   4.9875104134566516E-005 -0.99999987510413457      -0.99995000000000001     
   6.0000000000000005E-002   5.9964006475098585E-004   9.9820053998939118E-003  -5.9964002881573596E-004   4.9820215901755608E-005 -0.99999982021590172      -0.99995000000000001     
   7.0000000000000007E-002   6.9942847333109219E-004   9.9755100035350125E-003  -6.9942841630433669E-004   4.9755399915313552E-005 -0.99999975539991537      -0.99995000000000001     
   8.0000000000000002E-002   7.9914693965249127E-004   9.9680170647336343E-003  -7.9914685459184893E-004   4.9680682101410468E-005 -0.99999968068210143      -0.99995000000000001     
   8.9999999999999997E-002   8.9878549195446255E-004   9.9595273328517038E-003  -8.9878537094567970E-004   4.9596092346910085E-005 -0.99999959609234690      -0.99995000000000001     
   9.9999999999999992E-002   9.9833416646841222E-004   9.9500416569393013E-003  -9.9833400063328382E-004   4.9501664487413701E-005 -0.99999950166448737      -0.99995000000000001     
  0.10999999999999999        1.0977830084143380E-003   9.9395609856496783E-003  -1.0977827879195964E-003   4.9397436293724600E-005 -0.99999939743629374      -0.99995000000000001     
  0.11999999999999998        1.1971220729963944E-003   9.9280863671442968E-003  -1.1971217870635569E-003   4.9283449456738221E-005 -0.99999928344945677      -0.99995000000000001     
  0.12999999999999998        1.2963414263974589E-003   9.9156189489879084E-003  -1.2963410633136253E-003   4.9159749570764034E-005 -0.99999915974957077      -0.99995000000000001     
  0.13999999999999999        1.3954311467725981E-003   9.9021599780336929E-003  -1.3954306939021888E-003   4.9026386115286114E-005 -0.99999902638611526      -0.99995000000000001     
  0.14999999999999999        1.4943813252413370E-003   9.8877108002984448E-003  -1.4943807690387606E-003   4.8883412435169255E-005 -0.99999888341243515      -0.99995000000000001     
  0.16000000000000000        1.5931820668786290E-003   9.8722728608278444E-003  -1.5931813929018677E-003   4.8730885719318997E-005 -0.99999873088571933      -0.99995000000000001     
  0.17000000000000001        1.6918234917044305E-003   9.8558477035518149E-003  -1.6918226846295312E-003   4.8568866977803791E-005 -0.99999856886697780      -0.99995000000000001     
  0.18000000000000002        1.7902957356717782E-003   9.8384369711299810E-003  -1.7902947793082364E-003   4.8397421017448637E-005 -0.99999839742101748      -0.99995000000000001     
  0.19000000000000003        1.8885889516532730E-003   9.8200424047872447E-003  -1.8885878289602951E-003   4.8216616415909825E-005 -0.99999821661641597      -0.99995000000000001     
  0.20000000000000004        1.9866933104258689E-003   9.8006658441394962E-003  -1.9866920035294974E-003   4.8026525494241272E-005 -0.99999802652549430      -0.99995000000000001     
  0.21000000000000005        2.0845990016538705E-003   9.7803092270094833E-003  -2.0845974918649586E-003   4.7827224287963420E-005 -0.99999782722428798      -0.99995000000000001     
  0.22000000000000006        2.1822962348700399E-003   9.7589745892328432E-003  -2.1822945027030563E-003   4.7618792516646171E-005 -0.99999761879251670      -0.99995000000000001     
  0.23000000000000007        2.2797752404547155E-003   9.7366640644543298E-003  -2.2797732656473662E-003   4.7401313552018153E-005 -0.99999740131355208      -0.99995000000000012     
  0.24000000000000007        2.3770262706128433E-003   9.7133798839142468E-003  -2.3770240321464866E-003   4.7174874384614971E-005 -0.99999717487438466      -0.99995000000000001     
  0.25000000000000006        2.4740396003488227E-003   9.6891243762251226E-003  -2.4740370764696653E-003   4.6939565588979933E-005 -0.99999693956558899      -0.99995000000000001     
  0.26000000000000006        2.5708055284390727E-003   9.6638999671386349E-003  -2.5708026966801238E-003   4.6695481287431058E-005 -0.99999669548128745      -0.99995000000000001     
  0.27000000000000007        2.6673143784022176E-003   9.6377091793028117E-003  -2.6673112156059809E-003   4.6442719112408835E-005 -0.99999644271911248      -0.99995000000000012     
  0.28000000000000008        2.7635564994667955E-003   9.6105546320095370E-003  -2.7635529818086811E-003   4.6181380167419982E-005 -0.99999618138016744      -0.99995000000000001     
  0.29000000000000009        2.8595222675363943E-003   9.5824390409323910E-003  -2.8595183705488248E-003   4.5911568986592639E-005 -0.99999591156898660      -0.99995000000000001     
  0.30000000000000010        2.9552020861521176E-003   9.5533652178548378E-003  -2.9551977847493125E-003   4.5633393492859304E-005 -0.99999563339349284      -0.99995000000000001     
  0.31000000000000011        3.0505863874522848E-003   9.5233360703887975E-003  -3.0505816559556940E-003   4.5346964954784171E-005 -0.99999534696495485      -0.99995000000000012     
  0.32000000000000012        3.1456656331292675E-003   9.4923546016836297E-003  -3.1456604452936364E-003   4.5052397942052189E-005 -0.99999505239794206      -0.99995000000000001     
  0.33000000000000013        3.2404303153833703E-003   9.4604239101255608E-003  -3.2404246444234083E-003   4.4749810279637699E-005 -0.99999474981027969      -0.99995000000000001     
  0.34000000000000014        3.3348709578736556E-003   9.4275471890275745E-003  -3.3348647764912870E-003   4.4439323000670860E-005 -0.99999443932300069      -0.99995000000000001     
